radians	I
4.270252	13.206810
4.271523	13.188440
4.272793	13.199860
4.274064	13.205090
4.275335	13.138980
4.276605	13.149990
4.277876	13.111880
4.279146	12.994560
4.280417	13.005210
4.281688	12.993170
4.282958	12.978260
4.284229	12.919750
4.285499	13.021620
4.286770	13.044690
4.288040	13.078440
4.289311	13.031260
4.290582	12.993630
4.291852	12.974140
4.293123	13.025440
4.294393	13.087930
4.295664	13.175670
4.296935	13.254170
4.298205	13.292970
4.299476	13.342690
4.300746	13.332800
4.302017	13.343500
4.303288	13.354390
4.304558	13.327110
4.305829	13.232140
4.307099	13.086890
4.308370	13.040000
4.309640	13.065480
4.310911	12.951730
4.312182	12.859930
4.313452	12.926000
4.314723	12.898000
4.315993	12.915770
4.317264	12.921130
4.318535	12.911540
4.319805	12.923490
4.321076	12.900240
4.322346	13.041970
4.323617	13.071550
4.324887	13.066420
4.326158	12.999960
4.327429	13.103170
4.328699	13.116480
4.329970	13.115450
4.331240	13.181870
4.332511	13.210440
4.333782	13.189470
4.335052	13.106440
4.336323	13.194620
4.337593	13.116630
4.338864	13.113760
4.340135	13.113180
4.341405	13.049620
4.342676	12.931200
4.343946	12.916820
4.345217	13.021370
4.346487	13.105010
4.347758	12.998800
4.349029	12.986290
4.350299	13.055880
4.351570	13.040240
4.352840	13.086220
4.354111	13.239870
4.355382	13.349510
4.356652	13.351460
4.357923	13.313880
4.359193	13.257030
4.360464	13.349830
4.361735	13.336600
4.363005	13.376510
4.364276	13.392710
4.365546	13.399150
4.366817	13.288180
4.368087	13.185200
4.369358	13.102860
4.370629	13.118740
4.371899	13.033500
4.373170	13.011720
4.374440	12.983340
4.375711	13.044500
4.376982	13.018810
4.378252	13.007710
4.379523	13.026950
4.380793	13.004470
4.382064	13.015370
4.383335	13.134990
4.384605	13.205590
4.385876	13.203100
4.387146	13.276870
4.388417	13.277330
4.389687	13.218100
4.390958	13.178220
4.392229	13.133050
4.393499	13.117080
4.394770	13.069600
4.396040	13.024010
4.397311	13.073100
4.398582	12.995080
4.399852	12.970540
4.401123	13.061540
4.402393	13.083520
4.403664	13.137090
4.404934	13.177020
4.406205	13.231830
4.407476	13.239940
4.408746	13.278640
4.410017	13.312960
4.411287	13.252710
4.412558	13.303930
4.413829	13.413230
4.415099	13.342310
4.416370	13.230450
4.417640	13.204130
4.418911	13.201550
4.420182	13.145270
4.421452	13.120540
4.422723	13.155430
4.423993	13.226020
4.425264	13.268010
4.426534	13.308770
4.427805	13.390300
4.429076	13.370270
4.430346	13.339860
4.431617	13.421140
4.432887	13.548400
4.434158	13.617610
4.435429	13.696430
4.436699	13.698180
4.437970	13.668620
4.439240	13.597690
4.440511	13.472270
4.441782	13.424080
4.443052	13.371190
4.444323	13.374690
4.445593	13.328710
4.446864	13.348470
4.448134	13.218530
4.449405	13.139740
4.450676	13.130570
4.451946	13.082370
4.453217	12.975210
4.454487	13.004630
4.455758	13.008560
4.457029	13.033310
4.458299	12.929150
4.459570	12.919830
4.460840	13.069380
4.462111	13.116510
4.463381	13.223650
4.464652	13.247800
4.465923	13.257810
4.467193	13.229770
4.468464	13.235210
4.469734	13.325860
4.471005	13.488820
4.472276	13.503890
4.473546	13.514740
4.474817	13.442570
4.476087	13.362590
4.477358	13.400080
4.478629	13.333160
4.479899	13.292960
4.481170	13.296750
4.482440	13.244600
4.483711	13.212290
4.484981	13.093780
4.486252	13.116550
4.487523	13.125580
4.488793	13.220220
4.490064	13.316660
4.491334	13.325230
4.492605	13.350690
4.493876	13.478270
4.495146	13.509150
4.496417	13.437520
4.497687	13.356590
4.498958	13.359220
4.500229	13.304230
4.501499	13.288610
4.502770	13.350400
4.504040	13.437720
4.505311	13.418230
4.506581	13.407710
4.507852	13.379190
4.509123	13.423930
4.510393	13.488160
4.511664	13.540810
4.512934	13.654000
4.514205	13.718250
4.515476	13.718640
4.516746	13.787370
4.518017	13.757750
4.519287	13.757550
4.520558	13.776380
4.521828	13.762770
4.523099	13.807450
4.524370	13.774630
4.525640	13.653760
4.526911	13.607690
4.528181	13.654010
4.529452	13.659690
4.530723	13.717880
4.531993	13.659400
4.533264	13.664540
4.534534	13.730220
4.535805	13.931560
4.537076	14.013020
4.538346	14.121380
4.539617	14.236640
4.540887	14.433750
4.542158	14.487390
4.543428	14.462230
4.544699	14.457720
4.545970	14.569960
4.547240	14.579590
4.548511	14.570120
4.549781	14.404570
4.551052	14.365500
4.552323	14.376420
4.553593	14.243360
4.554864	14.147760
4.556134	14.109010
4.557405	14.167800
4.558676	14.150770
4.559946	14.067250
4.561217	13.939980
4.562487	13.807570
4.563758	13.706270
4.565028	13.791880
4.566299	13.869110
4.567570	13.747890
4.568840	13.692610
4.570111	13.698980
4.571381	13.734380
4.572652	13.693680
4.573923	13.823500
4.575193	13.843900
4.576464	13.835230
4.577734	13.819360
4.579005	13.781740
4.580275	13.802420
4.581546	13.887860
4.582817	13.858290
4.584087	13.811360
4.585358	13.862300
4.586628	13.863100
4.587899	13.964750
4.589170	13.963980
4.590440	14.002220
4.591711	13.998480
4.592981	14.097200
4.594252	14.202920
4.595523	14.317490
4.596793	14.295920
4.598064	14.206550
4.599334	14.140770
4.600605	14.168550
4.601875	14.088500
4.603146	14.022900
4.604417	14.005690
4.605687	13.947860
4.606958	13.926120
4.608228	13.891040
4.609499	13.796030
4.610770	13.794790
4.612040	13.757910
4.613311	13.816720
4.614581	13.854240
4.615852	13.719410
4.617123	13.776790
4.618393	13.818520
4.619664	13.818120
4.620934	13.836030
4.622205	13.902050
4.623475	13.915560
4.624746	13.874590
4.626017	13.843950
4.627287	13.795470
4.628558	13.834980
4.629828	13.870560
4.631099	13.885930
4.632370	13.832170
4.633640	13.756620
4.634911	13.704790
4.636181	13.796300
4.637452	13.723580
4.638722	13.560870
4.639993	13.558460
4.641264	13.628710
4.642534	13.714500
4.643805	13.721180
4.645075	13.643110
4.646346	13.596070
4.647617	13.625440
4.648887	13.659300
4.650158	13.656140
4.651428	13.706140
4.652699	13.789910
4.653970	13.713060
4.655240	13.667980
4.656511	13.684630
4.657781	13.810300
4.659052	13.801800
4.660322	13.771080
4.661593	13.848670
4.662864	13.872170
4.664134	13.820980
4.665405	13.800450
4.666675	13.762280
4.667946	13.786930
4.669217	13.861020
4.670487	13.878120
4.671758	13.832240
4.673028	13.817710
4.674299	13.775230
4.675570	13.737740
4.676840	13.783930
4.678111	13.800380
4.679381	13.812740
4.680652	13.642550
4.681922	13.637340
4.683193	13.740380
4.684464	13.770920
4.685734	13.745980
4.687005	13.841000
4.688275	13.689460
4.689546	13.630990
4.690817	13.680800
4.692087	13.623670
4.693358	13.561690
4.694628	13.593840
4.695899	13.618850
4.697170	13.582550
4.698440	13.649240
4.699711	13.715070
4.700981	13.667380
4.702252	13.626420
4.703522	13.647140
4.704793	13.762930
4.706064	13.860760
4.707334	13.793770
4.708605	13.744760
4.709875	13.628090
4.711146	13.695860
4.712417	13.742480
4.713687	13.815360
4.714958	13.807410
4.716228	13.782120
4.717499	13.722840
4.718769	13.674190
4.720040	13.655770
4.721311	13.710800
4.722581	13.702950
4.723852	13.756240
4.725122	13.799470
4.726393	13.834020
4.727664	13.803280
4.728934	13.771360
4.730205	13.809350
4.731475	13.826840
4.732746	13.800600
4.734017	13.759380
4.735287	13.791810
4.736558	13.697730
4.737828	13.634820
4.739099	13.568560
4.740369	13.628510
4.741640	13.586520
4.742911	13.658180
4.744181	13.718300
4.745452	13.762500
4.746722	13.735900
4.747993	13.910100
4.749264	13.948100
4.750534	14.009940
4.751805	14.038610
4.753075	14.043770
4.754346	14.034630
4.755617	13.981960
4.756887	13.964400
4.758158	13.859850
4.759428	13.692580
4.760699	13.746230
4.761969	13.711790
4.763240	13.638520
4.764511	13.607190
4.765781	13.554930
4.767052	13.624720
4.768322	13.617040
4.769593	13.529280
4.770864	13.600010
4.772134	13.634820
4.773405	13.631460
4.774675	13.735660
4.775946	13.709620
4.777216	13.711570
4.778487	13.736590
4.779758	13.677650
4.781028	13.742620
4.782299	13.733220
4.783569	13.703280
4.784840	13.710000
4.786111	13.634160
4.787381	13.605110
4.788652	13.686780
4.789922	13.675790
4.791193	13.632950
4.792464	13.630720
4.793734	13.701680
4.795005	13.749590
4.796275	13.704590
4.797546	13.699680
4.798816	13.637600
4.800087	13.748910
4.801358	13.766240
4.802628	13.792470
4.803899	13.797640
4.805169	13.811430
4.806440	13.790660
4.807711	13.776950
4.808981	13.739810
4.810252	13.735510
4.811522	13.690330
4.812793	13.694200
4.814064	13.676320
4.815334	13.657220
4.816605	13.673500
4.817875	13.605330
4.819146	13.588470
4.820416	13.569000
4.821687	13.567420
4.822958	13.462510
4.824228	13.486470
4.825499	13.507530
4.826769	13.531650
4.828040	13.597490
4.829311	13.584390
4.830581	13.568250
4.831852	13.646790
4.833122	13.730850
4.834393	13.824340
4.835663	13.814300
4.836934	13.735630
4.838205	13.719890
4.839475	13.717590
4.840746	13.754480
4.842016	13.781350
4.843287	13.809640
4.844558	13.777440
4.845828	13.689430
4.847099	13.638090
4.848369	13.776240
4.849640	13.774170
4.850911	13.740880
4.852181	13.747790
4.853452	13.743550
4.854722	13.706830
4.855993	13.713400
4.857263	13.737490
4.858534	13.779580
4.859805	13.809600
4.861075	13.788120
4.862346	13.816190
4.863616	13.870590
4.864887	13.844970
4.866158	13.882760
4.867428	13.959990
4.868699	14.011360
4.869969	13.986560
4.871240	13.921860
4.872511	13.924770
4.873781	13.856110
4.875052	13.850900
4.876322	13.766450
4.877593	13.772680
4.878863	13.780810
4.880134	13.770580
4.881405	13.709640
4.882675	13.615140
4.883946	13.553800
4.885216	13.625710
4.886487	13.694860
4.887758	13.584720
4.889028	13.600850
4.890299	13.663640
4.891569	13.645970
4.892840	13.710230
4.894110	13.762200
4.895381	13.778670
4.896652	13.910160
4.897922	13.922690
4.899193	13.802640
4.900463	13.729590
4.901734	13.743720
4.903005	13.719650
4.904275	13.728200
4.905546	13.661960
4.906816	13.638170
4.908087	13.631360
4.909358	13.599560
4.910628	13.557290
4.911899	13.601810
4.913169	13.658690
4.914440	13.709900
4.915710	13.769930
4.916981	13.785200
4.918252	13.730600
4.919522	13.710640
4.920793	13.698730
4.922063	13.764880
4.923334	13.806620
4.924605	13.851130
4.925875	13.832520
4.927146	13.755250
4.928416	13.697730
4.929687	13.668810
4.930958	13.666030
4.932228	13.714390
4.933499	13.635880
4.934769	13.545950
4.936040	13.507410
4.937310	13.419110
4.938581	13.356310
4.939852	13.384750
4.941122	13.424060
4.942393	13.560100
4.943663	13.609920
4.944934	13.627000
4.946205	13.675120
4.947475	13.692870
4.948746	13.625000
4.950016	13.610340
4.951287	13.628860
4.952557	13.710350
4.953828	13.717510
4.955099	13.708320
4.956369	13.737330
4.957640	13.787820
4.958910	13.744250
4.960181	13.683850
4.961452	13.602030
4.962722	13.599310
4.963993	13.736550
4.965263	13.701090
4.966534	13.628020
4.967805	13.595010
4.969075	13.577360
4.970346	13.619230
4.971616	13.608180
4.972887	13.506200
4.974157	13.572380
4.975428	13.615570
4.976699	13.663170
4.977969	13.685270
4.979240	13.737120
4.980510	13.715370
4.981781	13.750760
4.983052	13.785770
4.984322	13.755520
4.985593	13.732010
4.986863	13.698960
4.988134	13.717090
4.989405	13.744110
4.990675	13.785460
4.991946	13.834660
4.993216	13.849050
4.994487	13.811320
4.995757	13.776870
4.997028	13.704070
4.998299	13.723610
4.999569	13.777560
5.000840	13.805130
5.002110	13.807650
5.003381	13.850580
5.004652	13.895460
5.005922	13.952430
5.007193	13.930430
5.008463	13.959480
5.009734	14.086660
5.011005	14.000960
5.012275	13.948990
5.013546	13.919930
5.014816	13.799150
5.016087	13.758090
5.017357	13.767830
5.018628	13.836270
5.019899	13.804240
5.021169	13.766240
5.022440	13.732060
5.023710	13.746030
5.024981	13.714140
5.026252	13.709990
5.027522	13.655750
5.028793	13.661640
5.030063	13.740320
5.031334	13.651640
5.032604	13.563310
5.033875	13.482550
5.035146	13.442320
5.036416	13.427830
5.037687	13.472610
5.038957	13.415790
5.040228	13.423510
5.041499	13.338270
5.042769	13.321400
5.044040	13.369920
5.045310	13.370710
5.046581	13.413920
5.047852	13.445200
5.049122	13.443460
5.050393	13.483050
5.051663	13.576400
5.052934	13.693080
5.054204	13.697590
5.055475	13.763650
5.056746	13.708710
5.058016	13.722040
5.059287	13.736010
5.060557	13.813790
5.061828	13.819770
5.063099	13.850430
5.064369	13.747880
5.065640	13.596860
5.066910	13.539810
5.068181	13.530810
5.069452	13.484540
5.070722	13.432950
5.071993	13.373550
5.073263	13.367500
5.074534	13.377320
5.075804	13.437340
5.077075	13.404730
5.078346	13.357140
5.079616	13.350920
5.080887	13.352560
5.082157	13.451760
5.083428	13.597630
5.084699	13.595430
5.085969	13.610950
5.087240	13.650120
5.088510	13.623590
5.089781	13.636140
5.091051	13.520050
5.092322	13.535350
5.093593	13.493670
5.094863	13.471780
5.096134	13.486370
5.097404	13.466330
5.098675	13.503400
5.099946	13.592740
5.101216	13.664830
5.102487	13.696670
5.103757	13.623220
5.105028	13.575260
5.106299	13.504250
5.107569	13.576120
5.108840	13.655240
5.110110	13.655380
5.111381	13.595560
5.112651	13.564320
5.113922	13.471360
5.115193	13.431700
5.116463	13.463480
5.117734	13.517710
5.119004	13.550130
5.120275	13.639140
5.121546	13.654560
5.122816	13.720290
5.124087	13.644350
5.125357	13.628220
5.126628	13.684560
5.127899	13.733420
5.129169	13.734230
5.130440	13.685460
5.131710	13.605170
5.132981	13.563660
5.134251	13.551310
5.135522	13.547100
5.136793	13.519600
5.138063	13.477460
5.139334	13.527400
5.140604	13.554510
5.141875	13.571910
5.143146	13.615900
5.144416	13.616010
5.145687	13.593380
5.146957	13.675320
5.148228	13.634670
5.149498	13.618080
5.150769	13.633850
5.152040	13.577560
5.153310	13.639090
5.154581	13.598330
5.155851	13.485910
5.157122	13.375440
5.158393	13.280750
5.159663	13.204790
5.160934	13.286320
5.162204	13.281820
5.163475	13.227180
5.164746	13.222420
5.166016	13.241020
5.167287	13.234440
5.168557	13.221060
5.169828	13.266120
5.171098	13.360820
5.172369	13.350970
5.173640	13.365640
5.174910	13.394420
5.176181	13.412460
5.177451	13.461910
5.178722	13.452260
5.179993	13.392530
5.181263	13.411370
5.182534	13.426180
5.183804	13.471890
5.185075	13.415130
5.186346	13.424260
5.187616	13.518390
5.188887	13.528560
5.190157	13.468400
5.191428	13.479650
5.192698	13.488130
5.193969	13.639090
5.195240	13.586140
5.196510	13.641280
5.197781	13.641520
5.199051	13.538130
5.200322	13.547640
5.201593	13.535910
5.202863	13.545530
5.204134	13.598530
5.205404	13.685330
5.206675	13.759630
5.207945	13.778100
5.209216	13.754380
5.210487	13.778120
5.211757	13.748570
5.213028	13.776140
5.214298	13.708610
5.215569	13.649170
5.216840	13.553260
5.218110	13.585330
5.219381	13.563820
5.220651	13.524580
5.221922	13.585150
5.223193	13.585050
5.224463	13.556130
5.225734	13.609380
5.227004	13.699510
5.228275	13.756180
5.229545	13.774250
5.230816	13.837590
5.232087	13.839180
5.233357	13.767820
5.234628	13.847570
5.235898	13.818890
5.237169	13.817980
5.238440	13.846030
5.239710	13.824240
5.240981	13.787190
5.242251	13.780140
5.243522	13.756300
5.244793	13.648150
5.246063	13.530620
5.247334	13.486500
5.248604	13.474410
5.249875	13.411120
5.251145	13.338920
5.252416	13.328420
5.253687	13.304840
5.254957	13.369140
5.256228	13.383360
5.257498	13.525360
5.258769	13.537860
5.260040	13.513370
5.261310	13.651160
5.262581	13.662990
5.263851	13.682660
5.265122	13.720490
5.266392	13.702670
5.267663	13.743070
5.268934	13.689560
5.270204	13.652760
5.271475	13.636750
5.272745	13.605490
5.274016	13.635560
5.275287	13.651980
5.276557	13.563390
5.277828	13.537660
5.279098	13.514080
5.280369	13.451110
5.281640	13.445660
5.282910	13.497770
5.284181	13.488190
5.285451	13.507760
5.286722	13.584820
5.287992	13.537170
5.289263	13.485790
5.290534	13.563580
5.291804	13.633230
5.293075	13.560770
5.294345	13.544860
5.295616	13.514780
5.296887	13.607070
5.298157	13.563520
5.299428	13.490390
5.300698	13.401230
5.301969	13.415200
5.303240	13.509140
5.304510	13.395880
5.305781	13.321670
5.307051	13.351620
5.308322	13.354960
5.309592	13.310070
5.310863	13.346670
5.312134	13.328750
5.313404	13.401840
5.314675	13.372490
5.315945	13.369700
5.317216	13.423440
5.318487	13.407940
5.319757	13.451560
5.321028	13.499080
5.322298	13.461280
5.323569	13.486330
5.324840	13.470720
5.326110	13.440900
5.327381	13.516130
5.328651	13.538070
5.329922	13.555900
5.331192	13.578380
5.332463	13.653980
5.333734	13.678020
5.335004	13.625000
5.336275	13.620090
5.337545	13.612700
5.338816	13.588910
5.340087	13.525040
5.341357	13.438100
5.342628	13.309630
5.343898	13.275690
5.345169	13.210830
5.346439	13.200720
5.347710	13.138290
5.348981	13.116990
5.350251	13.075280
5.351522	13.012550
5.352792	12.943470
5.354063	12.923190
5.355334	12.969770
5.356604	12.996800
5.357875	13.043980
5.359145	13.031120
5.360416	12.999310
5.361687	13.008640
5.362957	13.059680
5.364228	13.215670
5.365498	13.233250
5.366769	13.174500
5.368039	13.097070
5.369310	13.132620
5.370581	13.089950
5.371851	13.007330
5.373122	13.008420
5.374392	12.920900
5.375663	12.846890
5.376934	12.767560
5.378204	12.791280
5.379475	12.813830
5.380745	12.800770
5.382016	12.862190
5.383287	12.827180
5.384557	12.799260
5.385828	12.816750
5.387098	13.036710
5.388369	13.084200
5.389639	13.180040
5.390910	13.225850
5.392181	13.187920
5.393451	13.233190
5.394722	13.242250
5.395992	13.228170
5.397263	13.323040
5.398534	13.340230
5.399804	13.305690
5.401075	13.300700
5.402345	13.186720
5.403616	13.090200
5.404886	13.215760
5.406157	13.236020
5.407428	13.182720
5.408698	13.300060
5.409969	13.349850
5.411239	13.368590
5.412510	13.322310
5.413781	13.321300
5.415051	13.429560
5.416322	13.450310
5.417592	13.522490
5.418863	13.541170
5.420134	13.597460
5.421404	13.521550
5.422675	13.516040
5.423945	13.510960
5.425216	13.512420
5.426486	13.508340
5.427757	13.558070
5.429028	13.535270
5.430298	13.465810
5.431569	13.381640
5.432839	13.418820
5.434110	13.425510
5.435381	13.406030
5.436651	13.485430
5.437922	13.423350
5.439192	13.417490
5.440463	13.372170
5.441734	13.392100
5.443004	13.538190
5.444275	13.572630
5.445545	13.740720
5.446816	13.773750
5.448086	13.827620
5.449357	13.730700
5.450628	13.694030
5.451898	13.675180
5.453169	13.738910
5.454439	13.701130
5.455710	13.701610
5.456981	13.681580
5.458251	13.581110
5.459522	13.635460
5.460792	13.682220
5.462063	13.574950
5.463333	13.595680
5.464604	13.592630
5.465875	13.584500
5.467145	13.642580
5.468416	13.741000
5.469686	13.651670
5.470957	13.629140
5.472228	13.598110
5.473498	13.595370
5.474769	13.574440
5.476039	13.598010
5.477310	13.562060
5.478581	13.507330
5.479851	13.576470
5.481122	13.630650
5.482392	13.690630
5.483663	13.633040
5.484933	13.670170
5.486204	13.664340
5.487475	13.671090
5.488745	13.769490
5.490016	13.723690
5.491286	13.687550
5.492557	13.675710
5.493828	13.619850
5.495098	13.639530
5.496369	13.712100
5.497639	13.715620
5.498910	13.710860
5.500181	13.713830
5.501451	13.709660
5.502722	13.720980
5.503992	13.694000
5.505263	13.717130
5.506533	13.757810
5.507804	13.727750
5.509075	13.622940
5.510345	13.567470
5.511616	13.502140
5.512886	13.452030
5.514157	13.446720
5.515428	13.442760
5.516698	13.512730
5.517969	13.505030
5.519239	13.485300
5.520510	13.405900
5.521780	13.362970
5.523051	13.332410
5.524322	13.355160
5.525592	13.409230
5.526863	13.360900
5.528133	13.365990
5.529404	13.379710
5.530675	13.227810
5.531945	13.259600
5.533216	13.339850
5.534486	13.348510
5.535757	13.339400
5.537028	13.306710
5.538298	13.319640
5.539569	13.396100
5.540839	13.342670
5.542110	13.262070
5.543380	13.205710
5.544651	13.222310
5.545922	13.224280
5.547192	13.158000
5.548463	13.171380
5.549733	13.156760
5.551004	13.239420
5.552275	13.237980
5.553545	13.247070
5.554816	13.279540
5.556086	13.269210
5.557357	13.260060
5.558628	13.309480
5.559898	13.313030
5.561169	13.209310
5.562439	13.261540
5.563710	13.234980
5.564980	13.238280
5.566251	13.234580
5.567522	13.226100
5.568792	13.147530
5.570063	13.103020
5.571333	13.191240
5.572604	13.239760
5.573875	13.278800
5.575145	13.384910
5.576416	13.454470
5.577686	13.473550
5.578957	13.441460
5.580227	13.452630
5.581498	13.468660
5.582769	13.538180
5.584039	13.593640
5.585310	13.600300
5.586580	13.583850
5.587851	13.615140
5.589122	13.579600
5.590392	13.524220
5.591663	13.471970
5.592933	13.399200
5.594204	13.436390
5.595475	13.405600
5.596745	13.384200
5.598016	13.449020
5.599286	13.437700
5.600557	13.394750
5.601827	13.451070
5.603098	13.486250
5.604369	13.480730
5.605639	13.549490
5.606910	13.497620
5.608180	13.498840
5.609451	13.497790
5.610722	13.476670
5.611992	13.473980
5.613263	13.516380
5.614533	13.458940
5.615804	13.398960
5.617075	13.348010
5.618345	13.322960
5.619616	13.379960
5.620886	13.470400
5.622157	13.590190
5.623427	13.543630
5.624698	13.492400
5.625969	13.537570
5.627239	13.598490
5.628510	13.587720
5.629780	13.642420
5.631051	13.631850
5.632322	13.655110
5.633592	13.648620
5.634863	13.552560
5.636133	13.560900
5.637404	13.534380
5.638675	13.582090
5.639945	13.642200
5.641216	13.643790
5.642486	13.564740
5.643757	13.553280
5.645027	13.658590
5.646298	13.727310
5.647569	13.770000
5.648839	13.770290
5.650110	13.732190
5.651380	13.575060
5.652651	13.605660
5.653922	13.679800
5.655192	13.652330
5.656463	13.502590
5.657733	13.509350
5.659004	13.448510
5.660274	13.336610
5.661545	13.302790
5.662816	13.261070
5.664086	13.300670
5.665357	13.436180
5.666627	13.471750
5.667898	13.542890
5.669169	13.544980
5.670439	13.576810
5.671710	13.645970
5.672980	13.615000
5.674251	13.678600
5.675522	13.678720
5.676792	13.734610
5.678063	13.738610
5.679333	13.664540
5.680604	13.637680
5.681874	13.715230
5.683145	13.722840
5.684416	13.673350
5.685686	13.621650
5.686957	13.650310
5.688227	13.676390
5.689498	13.707070
5.690769	13.714100
5.692039	13.770970
5.693310	13.715660
5.694580	13.709210
5.695851	13.678730
5.697122	13.694630
5.698392	13.747500
5.699663	13.753920
5.700933	13.824130
5.702204	13.863050
5.703474	13.769500
5.704745	13.745310
5.706016	13.750060
5.707286	13.749590
5.708557	13.795230
5.709827	13.765570
5.711098	13.712330
5.712369	13.695520
5.713639	13.698840
5.714910	13.705480
5.716180	13.769380
5.717451	13.776220
5.718721	13.754290
5.719992	13.770390
5.721263	13.773630
5.722533	13.759100
5.723804	13.741560
5.725074	13.713930
5.726345	13.743060
5.727616	13.659290
5.728886	13.593350
5.730157	13.569620
5.731427	13.589450
5.732698	13.500650
5.733969	13.527190
5.735239	13.514850
5.736510	13.453880
5.737780	13.411860
5.739051	13.359210
5.740321	13.310760
5.741592	13.338510
5.742863	13.304090
5.744133	13.335560
5.745404	13.327140
5.746674	13.403690
5.747945	13.324640
5.749216	13.260840
5.750486	13.283460
5.751757	13.405140
5.753027	13.510160
5.754298	13.561410
5.755569	13.616040
5.756839	13.677480
5.758110	13.728190
5.759380	13.793660
5.760651	13.860710
5.761921	13.908620
5.763192	13.865340
5.764463	13.835730
5.765733	13.918960
5.767004	13.898600
5.768274	13.869530
5.769545	13.789590
5.770816	13.768180
5.772086	13.815970
5.773357	13.887480
5.774627	13.843300
5.775898	13.756970
5.777168	13.735200
5.778439	13.671350
5.779710	13.706140
5.780980	13.731990
5.782251	13.686750
5.783521	13.650060
5.784792	13.625340
5.786063	13.711800
5.787333	13.798510
5.788604	13.747470
5.789874	13.758750
5.791145	13.848730
5.792416	13.814470
5.793686	13.887600
5.794957	13.967820
5.796227	13.956250
5.797498	13.952840
5.798768	13.910390
5.800039	13.959630
5.801310	14.014040
5.802580	14.006280
5.803851	13.984200
5.805121	13.840830
5.806392	13.767570
5.807663	13.754220
5.808933	13.687200
5.810204	13.665600
5.811474	13.729200
5.812745	13.754320
5.814016	13.792540
5.815286	13.756290
5.816557	13.825650
5.817827	13.841470
5.819098	13.859390
5.820368	13.913020
5.821639	13.918500
5.822910	13.898740
5.824180	13.936560
5.825451	13.821500
5.826721	13.706270
5.827992	13.622020
5.829263	13.523440
5.830533	13.509660
5.831804	13.532470
5.833074	13.565820
5.834345	13.534400
5.835615	13.606660
5.836886	13.645500
5.838157	13.699160
5.839427	13.687450
5.840698	13.770990
5.841968	13.831630
5.843239	13.868540
5.844510	13.913090
5.845780	14.024950
5.847051	14.114660
5.848321	14.024530
5.849592	14.061520
5.850863	14.189560
5.852133	14.183040
5.853404	14.136220
5.854674	14.079680
5.855945	14.069880
5.857215	14.091850
5.858486	13.997150
5.859757	13.967510
5.861027	13.879910
5.862298	13.859920
5.863568	13.779820
5.864839	13.780640
5.866110	13.769850
5.867380	13.695890
5.868651	13.677040
5.869921	13.716480
5.871192	13.735740
5.872463	13.705130
5.873733	13.639250
5.875004	13.684360
5.876274	13.694310
5.877545	13.667170
5.878815	13.590760
5.880086	13.625260
5.881357	13.562060
5.882627	13.688990
5.883898	13.772800
5.885168	13.805320
5.886439	13.863790
5.887710	13.932370
5.888980	13.974170
5.890251	14.012250
5.891521	13.968530
5.892792	13.977350
5.894062	13.953620
5.895333	13.963960
5.896604	14.028900
5.897874	14.056430
5.899145	14.111740
5.900415	14.187070
5.901686	14.170040
5.902957	14.183690
5.904227	14.213620
5.905498	14.276840
5.906768	14.410800
5.908039	14.447610
5.909310	14.487240
5.910580	14.480500
5.911851	14.539380
5.913121	14.525180
5.914392	14.558020
5.915662	14.596450
5.916933	14.711400
5.918204	14.819940
5.919474	14.945600
5.920745	14.980380
5.922015	15.016250
5.923286	15.068220
5.924557	15.088410
5.925827	15.041420
5.927098	15.018550
5.928368	14.994970
5.929639	14.892760
5.930910	14.829220
5.932180	14.720080
5.933451	14.703700
5.934721	14.666010
5.935992	14.752320
5.937262	14.639930
5.938533	14.532890
5.939804	14.411530
5.941074	14.390700
5.942345	14.348550
5.943615	14.296480
5.944886	14.251220
5.946157	14.227530
5.947427	14.220400
5.948698	14.313550
5.949968	14.322780
5.951239	14.308700
5.952510	14.290000
5.953780	14.257820
5.955051	14.355270
5.956321	14.462010
5.957592	14.410060
5.958862	14.379890
5.960133	14.354670
5.961404	14.350970
5.962674	14.344530
5.963945	14.336790
5.965215	14.312650
5.966486	14.412260
5.967757	14.462450
5.969027	14.415540
5.970298	14.335150
5.971568	14.330520
5.972839	14.275530
5.974109	14.224630
5.975380	14.190000
5.976651	14.232410
5.977921	14.216520
5.979192	14.204980
5.980462	14.223040
5.981733	14.218030
5.983004	14.206660
5.984274	14.277860
5.985545	14.382970
5.986815	14.451190
5.988086	14.436270
5.989357	14.480950
5.990627	14.530720
5.991898	14.571370
5.993168	14.545360
5.994439	14.607630
5.995709	14.552960
5.996980	14.406600
5.998251	14.424370
5.999521	14.459270
6.000792	14.374610
6.002062	14.367160
6.003333	14.419860
6.004604	14.425390
6.005874	14.335820
6.007145	14.310810
6.008415	14.385530
6.009686	14.467490
6.010957	14.463630
6.012227	14.380270
6.013498	14.301680
6.014768	14.315880
6.016039	14.321200
6.017309	14.337850
6.018580	14.356800
6.019851	14.263330
6.021121	14.205470
6.022392	14.225160
6.023662	14.253230
6.024933	14.324050
6.026204	14.285760
6.027474	14.272580
6.028745	14.280390
6.030015	14.242330
6.031286	14.215050
6.032556	14.175760
6.033827	14.140150
6.035098	14.162070
6.036368	14.048030
6.037639	14.061750
6.038909	14.103450
6.040180	14.139170
6.041451	14.103170
6.042721	14.081240
6.043992	14.115090
6.045262	14.190480
6.046533	14.274900
