radians	I
0.530915	9.999618
0.532185	9.659963
0.533456	9.438183
0.534726	9.340844
0.535997	9.505930
0.537268	9.764622
0.538538	9.896414
0.539809	9.750361
0.541079	9.711045
0.542350	9.921844
0.543620	9.776342
0.544891	9.767562
0.546162	10.029160
0.547432	10.160750
0.548703	10.021930
0.549973	10.039820
0.551244	9.980780
0.552515	9.762944
0.553785	9.828483
0.555056	9.847123
0.556326	9.745196
0.557597	9.696540
0.558868	9.757553
0.560138	9.941755
0.561409	10.036660
0.562679	10.132060
0.563950	9.972030
0.565220	9.755370
0.566491	9.486052
0.567762	9.591128
0.569032	9.809424
0.570303	10.061220
0.571573	10.268270
0.572844	10.123120
0.574115	10.237580
0.575385	10.379840
0.576656	10.463130
0.577926	10.575350
0.579197	10.615150
0.580468	10.367290
0.581738	10.179010
0.583009	10.127440
0.584279	10.045420
0.585550	10.027650
0.586820	10.150230
0.588091	9.999449
0.589362	9.849462
0.590632	9.748942
0.591903	9.752077
0.593173	9.658220
0.594444	9.575476
0.595715	9.702280
0.596985	9.802460
0.598256	9.857630
0.599526	9.992338
0.600797	10.002330
0.602067	9.742959
0.603338	9.744604
0.604609	9.846478
0.605879	9.966235
0.607150	9.937929
0.608420	9.807405
0.609691	9.659252
0.610962	9.878784
0.612232	9.904326
0.613503	10.108810
0.614773	10.331370
0.616044	10.361300
0.617314	10.357610
0.618585	10.507380
0.619856	10.539890
0.621126	10.532830
0.622397	10.470930
0.623667	10.551500
0.624938	10.507420
0.626209	10.461220
0.627479	10.606350
0.628750	10.774870
0.630020	10.756660
0.631291	10.748900
0.632562	10.948650
0.633832	10.948260
0.635103	10.798560
0.636373	10.508970
0.637644	10.538850
0.638915	10.564580
0.640185	10.673850
0.641456	10.675210
0.642726	10.639790
0.643997	10.822200
0.645267	10.662850
0.646538	10.356560
0.647809	9.905798
0.649079	9.926428
0.650350	9.941790
0.651620	10.029050
0.652891	10.118430
0.654161	9.898879
0.655432	9.971569
0.656703	10.164140
0.657973	10.328420
0.659244	10.276490
0.660515	10.509740
0.661785	10.692580
0.663056	10.708960
0.664326	10.528320
0.665597	10.224940
0.666867	10.025560
0.668138	10.165270
0.669409	10.229440
0.670679	9.968297
0.671950	10.150310
0.673220	10.191170
0.674491	10.510040
0.675762	10.467040
0.677032	10.179120
0.678303	10.130530
0.679573	10.236220
0.680844	10.585890
0.682114	10.756160
0.683385	10.795890
0.684656	10.831690
0.685926	10.720320
0.687197	10.475390
0.688467	10.490670
0.689738	10.515400
0.691009	10.515150
0.692279	10.484340
0.693550	10.456430
0.694820	10.469510
0.696091	10.338390
0.697361	10.243270
0.698632	10.408460
0.699903	10.775320
0.701173	10.872990
0.702444	10.806970
0.703714	10.787730
0.704985	10.635310
0.706256	10.895220
0.707526	11.103260
0.708797	11.279950
0.710067	11.293390
0.711338	11.094090
0.712608	11.138150
0.713879	10.988250
0.715150	10.867280
0.716420	10.916110
0.717691	11.093110
0.718962	11.328630
0.720232	11.456880
0.721503	11.312070
0.722773	11.086220
0.724044	11.280460
0.725314	11.331690
0.726585	11.354340
0.727856	11.159340
0.729126	11.111320
0.730397	10.881810
0.731667	10.650730
0.732938	10.410450
0.734209	10.453660
0.735479	10.488900
0.736750	10.582190
0.738020	10.734630
0.739291	10.703680
0.740561	10.970860
0.741832	10.970420
0.743103	11.074720
0.744373	11.320250
0.745644	11.262790
0.746914	11.295150
0.748185	11.153810
0.749456	11.225490
0.750726	11.445130
0.751997	11.473440
0.753267	11.414930
0.754538	11.312300
0.755808	11.268360
0.757079	11.065830
0.758350	10.826360
0.759620	10.881450
0.760891	10.677300
0.762161	10.575620
0.763432	10.657350
0.764703	10.739370
0.765973	10.775290
0.767244	10.808840
0.768514	11.105970
0.769785	11.482270
0.771056	11.876390
0.772326	11.947940
0.773597	11.966320
0.774867	12.122380
0.776138	12.015760
0.777409	11.963140
0.778679	12.043410
0.779950	11.978990
0.781220	11.989810
0.782491	11.659380
0.783761	11.408130
0.785032	11.373130
0.786303	11.160160
0.787573	11.063910
0.788844	11.230980
0.790114	11.012140
0.791385	11.023390
0.792656	11.217380
0.793926	11.423720
0.795197	11.209870
0.796467	11.074320
0.797738	10.997250
0.799009	11.052040
0.800279	10.995500
0.801550	11.113760
0.802820	11.550380
0.804091	11.867710
0.805361	11.962540
0.806632	12.175770
0.807903	12.005670
0.809173	11.998940
0.810444	12.086620
0.811714	12.162830
0.812985	12.252540
0.814256	12.116640
0.815526	12.132070
0.816797	12.034370
0.818067	11.664120
0.819338	11.543550
0.820608	11.581380
0.821879	11.378620
0.823150	11.371930
0.824420	11.171460
0.825691	11.204940
0.826961	11.324470
0.828232	11.430610
0.829502	11.578390
0.830773	11.509500
0.832044	11.634130
0.833314	11.995970
0.834585	12.112150
0.835856	12.216350
0.837126	12.219370
0.838397	12.180910
0.839667	12.355230
0.840938	12.346410
0.842208	12.110550
0.843479	11.928320
0.844750	11.829690
0.846020	11.995270
0.847291	12.286690
0.848561	12.285090
0.849832	12.266520
0.851102	12.259120
0.852373	12.158900
0.853644	12.033440
0.854914	12.001500
0.856185	12.010990
0.857456	12.122130
0.858726	12.165150
0.859997	12.255700
0.861267	12.245500
0.862538	11.992810
0.863808	11.914680
0.865079	11.847430
0.866350	11.822260
0.867620	12.112300
0.868891	12.394020
0.870161	12.416960
0.871432	12.477150
0.872702	12.583390
0.873973	12.553770
0.875244	12.224740
0.876514	12.091200
0.877785	12.251510
0.879055	12.138800
0.880326	12.002200
0.881597	12.006670
0.882867	11.695930
0.884138	11.698140
0.885408	11.653040
0.886679	11.812740
0.887950	11.813380
0.889220	12.040100
0.890491	12.095100
0.891761	12.283240
0.893032	12.203560
0.894303	12.404630
0.895573	12.583880
0.896844	12.706520
0.898114	12.796180
0.899385	12.979790
0.900655	13.031080
0.901926	13.094840
0.903197	12.886470
0.904467	12.806430
0.905738	13.051940
0.907008	13.039890
0.908279	12.930470
0.909550	12.719490
0.910820	12.474950
0.912091	12.398560
0.913361	12.374870
0.914632	12.222050
0.915902	12.089530
0.917173	12.217750
0.918444	12.547860
0.919714	12.677200
0.920985	12.756840
0.922255	12.593780
0.923526	12.662380
0.924797	12.936540
0.926067	13.185650
0.927338	13.071670
0.928608	13.075550
0.929879	13.200550
0.931150	13.112600
0.932420	13.271710
0.933691	13.352150
0.934961	13.125580
0.936232	13.031190
0.937502	13.134960
0.938773	13.098630
0.940044	12.905220
0.941314	12.969490
0.942585	13.133290
0.943855	13.175340
0.945126	13.322420
0.946397	13.252040
0.947667	13.356950
0.948938	13.369190
0.950208	13.476570
0.951479	13.357290
0.952750	13.465510
0.954020	13.317900
0.955291	13.344020
0.956561	13.322400
0.957832	13.228110
0.959102	13.250360
0.960373	13.282630
0.961644	13.182730
0.962914	13.012900
0.964185	13.089340
0.965455	13.101850
0.966726	13.306390
0.967997	13.272710
0.969267	13.542010
0.970538	13.522140
0.971808	13.535760
0.973079	13.741740
0.974350	13.966190
0.975620	14.092580
0.976891	14.232010
0.978161	14.407750
0.979432	14.427620
0.980702	14.368080
0.981973	14.306030
0.983244	14.245880
0.984514	14.226780
0.985785	13.986190
0.987055	14.017780
0.988326	14.072900
0.989596	13.979320
0.990867	14.098090
0.992138	13.921120
0.993408	14.098150
0.994679	14.212600
0.995949	14.239040
0.997220	13.962720
0.998491	14.062310
0.999761	13.908190
1.001032	13.838720
1.002302	13.923070
1.003573	14.028070
1.004844	13.784880
1.006114	13.536030
1.007385	13.401170
1.008655	13.083740
1.009926	13.165330
1.011196	13.384840
1.012467	13.462610
1.013738	13.428100
1.015008	13.320360
1.016279	13.138230
1.017549	13.180090
1.018820	13.256550
1.020091	13.469470
1.021361	13.982250
1.022632	13.997700
1.023902	14.250640
1.025173	14.453950
1.026444	14.371790
1.027714	14.520340
1.028985	14.441330
1.030255	14.367270
1.031526	14.953710
1.032796	15.125540
1.034067	15.116250
1.035338	15.034350
1.036608	15.115850
1.037879	14.965670
1.039149	14.977420
1.040420	14.958700
1.041691	14.936400
1.042961	14.852080
1.044232	14.564390
1.045502	14.385310
1.046773	14.332490
1.048044	14.281350
1.049314	14.284810
1.050585	14.355230
1.051855	14.379920
1.053126	14.609340
1.054396	14.866010
1.055667	14.910420
1.056938	15.270740
1.058208	15.321870
1.059479	15.191410
1.060749	15.463210
1.062020	15.379940
1.063291	15.105160
1.064561	15.090000
1.065832	15.131230
1.067102	15.079820
1.068373	15.001610
1.069643	15.105750
1.070914	14.966610
1.072185	15.096040
1.073455	15.199630
1.074726	15.025700
1.075996	14.999560
1.077267	14.984750
1.078538	15.022030
1.079808	15.166790
1.081079	15.199290
1.082349	15.380040
1.083620	15.590650
1.084891	15.621750
1.086161	15.633850
1.087432	15.666990
1.088702	15.662320
1.089973	15.789350
1.091243	15.908040
1.092514	15.928270
1.093785	15.718530
1.095055	15.659990
1.096326	15.616020
1.097596	15.468230
1.098867	15.319560
1.100138	15.224160
1.101408	15.317570
1.102679	15.422870
1.103949	15.186890
1.105220	15.103200
1.106491	15.319980
1.107761	15.347730
1.109032	15.528180
1.110302	15.694470
1.111573	15.801920
1.112843	15.692940
1.114114	15.817090
1.115385	15.860000
1.116655	15.881770
1.117926	15.895390
1.119196	16.009550
1.120467	15.875470
1.121738	15.683800
1.123008	15.637460
1.124279	15.543600
1.125549	15.587840
1.126820	15.725850
1.128090	15.792390
1.129361	15.866240
1.130632	15.658340
1.131902	15.648560
1.133173	15.727580
1.134443	15.846390
1.135714	16.062610
1.136985	15.821050
1.138255	15.722940
1.139526	15.718530
1.140796	15.803550
1.142067	15.664410
1.143338	15.709850
1.144608	15.833530
1.145879	15.880770
1.147149	15.780330
1.148420	15.788650
1.149690	15.817090
1.150961	15.823100
1.152232	15.732120
1.153502	15.882880
1.154773	15.933770
1.156043	15.969140
1.157314	15.974360
1.158585	15.887420
1.159855	15.907630
1.161126	15.824790
1.162396	15.781900
1.163667	15.771260
1.164938	15.951910
1.166208	16.114590
1.167479	16.116790
1.168749	16.169970
1.170020	16.044990
1.171290	16.031600
1.172561	16.180590
1.173832	16.220830
1.175102	16.178550
1.176373	16.201380
1.177643	16.027880
1.178914	15.827300
1.180185	15.777150
1.181455	15.679330
1.182726	15.767280
1.183996	15.944590
1.185267	16.131780
1.186538	16.344680
1.187808	16.374230
1.189079	16.276360
1.190349	16.426510
1.191620	16.510190
1.192890	16.573120
1.194161	16.920370
1.195432	16.905490
1.196702	16.817800
1.197973	16.841720
1.199243	16.799510
1.200514	16.734380
1.201785	16.769130
1.203055	17.082550
1.204326	17.196350
1.205596	17.094360
1.206867	16.869640
1.208137	16.946880
1.209408	16.796980
1.210679	16.604430
1.211949	16.603300
1.213220	16.764060
1.214490	16.780820
1.215761	16.659400
1.217032	16.491070
1.218302	16.583860
1.219573	16.577090
1.220843	16.601910
1.222114	16.793120
1.223385	16.896710
1.224655	17.136180
1.225926	17.096980
1.227196	16.998970
1.228467	17.137310
1.229737	17.159050
1.231008	17.258820
1.232279	17.262890
1.233549	17.371030
1.234820	17.457350
1.236090	17.411580
1.237361	17.468740
1.238632	17.472750
1.239902	17.391400
1.241173	17.480650
1.242443	17.610390
1.243714	17.788670
1.244985	17.688610
1.246255	17.488590
1.247526	17.295640
1.248796	17.349270
1.250067	17.366570
1.251337	17.358990
1.252608	17.511720
1.253879	17.644780
1.255149	17.587850
1.256420	17.416480
1.257690	17.373760
1.258961	17.520140
1.260232	17.561200
1.261502	17.613330
1.262773	17.615280
1.264043	17.773140
1.265314	17.741600
1.266584	17.585410
1.267855	17.663720
1.269126	17.580810
1.270396	17.623070
1.271667	17.873240
1.272937	17.855640
1.274208	17.806090
1.275479	17.774950
1.276749	17.532960
1.278020	17.636390
1.279290	17.688640
1.280561	17.643170
1.281832	17.499980
1.283102	17.546810
1.284373	17.428130
1.285643	17.508780
1.286914	17.507850
1.288184	17.455860
1.289455	17.654720
1.290726	17.763130
1.291996	18.032090
1.293267	17.987620
1.294537	17.998270
1.295808	18.060600
1.297079	18.149750
1.298349	18.290220
1.299620	18.292780
1.300890	18.366280
1.302161	18.385380
1.303432	18.262050
1.304702	18.244170
1.305973	18.193580
1.307243	18.157550
1.308514	18.060880
1.309784	18.003490
1.311055	17.977380
1.312326	17.960290
1.313596	17.995730
1.314867	18.026730
1.316137	18.173890
1.317408	18.301170
1.318679	18.455760
1.319949	18.397730
1.321220	18.432820
1.322490	18.407630
1.323761	18.569810
1.325031	18.809230
1.326302	18.952870
1.327573	18.938320
1.328843	18.831620
1.330114	18.866800
1.331384	18.857790
1.332655	18.751290
1.333926	18.676790
1.335196	18.677340
1.336467	18.673230
1.337737	18.811970
1.339008	18.784560
1.340279	18.749710
1.341549	18.644170
1.342820	18.492750
1.344090	18.447460
1.345361	18.407170
1.346631	18.120350
1.347902	17.907760
1.349173	18.003010
1.350443	18.092220
1.351714	17.983330
1.352984	18.090220
1.354255	18.060400
1.355526	17.946750
1.356796	18.009460
1.358067	18.122930
1.359337	18.404930
1.360608	18.470290
1.361879	18.486740
1.363149	18.450340
1.364420	18.338710
1.365690	18.438760
1.366961	18.366810
1.368231	18.547660
1.369502	18.638310
1.370773	18.451330
1.372043	18.562720
1.373314	18.438570
1.374584	18.641670
1.375855	18.550460
1.377126	18.560120
1.378396	18.682480
1.379667	18.908890
1.380937	18.852400
1.382208	18.691890
1.383478	18.640250
1.384749	18.661950
1.386020	18.571600
1.387290	18.528230
1.388561	18.666690
1.389831	18.736690
1.391102	19.114100
1.392373	19.087850
1.393643	19.215250
1.394914	19.358840
1.396184	19.566380
1.397455	19.716670
1.398726	19.547360
1.399996	19.606310
1.401267	19.701630
1.402537	19.789690
1.403808	19.670900
1.405078	19.640110
1.406349	19.387690
1.407620	19.291000
1.408890	19.225280
1.410161	19.155180
1.411431	19.093020
1.412702	19.151140
1.413973	19.244750
1.415243	19.122240
1.416514	18.978800
1.417784	18.975810
1.419055	19.032390
1.420326	19.016060
1.421596	19.021830
1.422867	18.883230
1.424137	19.080180
1.425408	19.163690
1.426678	19.265730
1.427949	19.148430
1.429220	19.115600
1.430490	19.067690
1.431761	19.109180
1.433031	19.067870
1.434302	19.086540
1.435573	19.067930
1.436843	18.872030
1.438114	19.019000
1.439384	18.957360
1.440655	19.011020
1.441925	19.215730
1.443196	19.267930
1.444467	19.398090
1.445737	19.524920
1.447008	19.781470
1.448278	19.866380
1.449549	19.922860
1.450820	19.943410
1.452090	19.993720
1.453361	20.011230
1.454631	20.205120
1.455902	20.191070
1.457173	20.201190
1.458443	20.172200
1.459714	20.226810
1.460984	20.310840
1.462255	20.168110
1.463525	20.166670
1.464796	20.264090
1.466067	20.289020
1.467337	20.340870
1.468608	20.459980
1.469878	20.381700
1.471149	20.357250
1.472420	20.276470
1.473690	20.183170
1.474961	20.228270
1.476231	20.219360
1.477502	20.061090
1.478773	19.856470
1.480043	19.796220
1.481314	19.810610
1.482584	19.743650
1.483855	19.754090
1.485125	19.730330
1.486396	19.730680
1.487667	20.002870
1.488937	20.255240
1.490208	20.374980
1.491478	20.473810
1.492749	20.461530
1.494020	20.469140
1.495290	20.375760
1.496561	20.395000
1.497831	20.356120
1.499102	20.356860
1.500373	20.458520
1.501643	20.498310
1.502914	20.338830
1.504184	20.403890
1.505455	20.549310
1.506725	20.611780
1.507996	20.512050
1.509267	20.658080
1.510537	20.585190
1.511808	20.452440
1.513078	20.607820
1.514349	20.493050
1.515620	20.542570
1.516890	20.580290
1.518161	20.479900
1.519431	20.311430
1.520702	20.208830
1.521972	20.262810
1.523243	20.224190
1.524514	20.350710
1.525784	20.554160
1.527055	20.530410
1.528325	20.422170
1.529596	20.347640
1.530867	20.507190
1.532137	20.624420
1.533408	20.773990
1.534678	21.047530
1.535949	21.218030
1.537220	21.250750
1.538490	21.404760
1.539761	21.541370
1.541031	21.787050
1.542302	22.031310
1.543572	22.079950
1.544843	22.197900
1.546114	22.370080
1.547384	22.226620
1.548655	22.104890
1.549925	21.947540
1.551196	22.087250
1.552467	22.097270
1.553737	22.139760
1.555008	22.185290
1.556278	22.156700
1.557549	22.018950
1.558820	21.952880
1.560090	22.161820
1.561361	22.075920
1.562631	22.042570
1.563902	22.134080
1.565172	22.173790
1.566443	22.046400
1.567714	21.951870
1.568984	22.097460
1.570255	22.187300
1.571525	22.123410
1.572796	22.178520
1.574067	22.348820
1.575337	22.355150
1.576608	22.426960
1.577878	22.419020
1.579149	22.197770
1.580419	22.120890
1.581690	22.094110
1.582961	21.932710
1.584231	21.853470
1.585502	21.897280
1.586772	21.967580
1.588043	21.902530
1.589314	21.822620
1.590584	21.688520
1.591855	21.646780
1.593125	21.769560
1.594396	21.957580
1.595667	22.138080
1.596937	22.104570
1.598208	22.176600
1.599478	22.390180
1.600749	22.349460
1.602019	22.507540
1.603290	22.706880
1.604561	22.826470
1.605831	22.847140
1.607102	23.043910
1.608372	23.075870
1.609643	23.135670
1.610914	23.177750
1.612184	22.917060
1.613455	22.761910
1.614725	22.823660
1.615996	22.917180
1.617267	22.874440
1.618537	22.833160
1.619808	22.841950
1.621078	22.838090
1.622349	22.899320
1.623619	22.924040
1.624890	23.002560
1.626161	23.123550
1.627431	23.321610
1.628702	23.368620
1.629972	23.380410
1.631243	23.451120
1.632514	23.665550
1.633784	23.780060
1.635055	23.725750
1.636325	23.747760
1.637596	23.963560
1.638866	24.017430
1.640137	23.975970
1.641408	23.964180
1.642678	23.823020
1.643949	23.823780
1.645219	23.710330
1.646490	23.842350
1.647761	23.940090
1.649031	24.001720
1.650302	24.039200
1.651572	24.063870
1.652843	24.075370
1.654114	24.126870
1.655384	24.072570
1.656655	24.263080
1.657925	24.443920
1.659196	24.413470
1.660466	24.294460
1.661737	24.324210
1.663008	24.293210
1.664278	24.470790
1.665549	24.730080
1.666819	24.909090
1.668090	24.906350
1.669361	25.055800
1.670631	25.029910
1.671902	25.059060
1.673172	24.919540
1.674443	24.897990
1.675714	24.944300
1.676984	24.909780
1.678255	24.759110
1.679525	24.620750
1.680796	24.411040
1.682066	24.363820
1.683337	24.357360
1.684608	24.369420
1.685878	24.324320
1.687149	24.365300
1.688419	24.436530
1.689690	24.666920
1.690961	24.621860
1.692231	24.668730
1.693502	24.727680
1.694772	24.857350
1.696043	25.003240
1.697313	25.167060
1.698584	25.291410
1.699855	25.283400
1.701125	25.252340
1.702396	25.369520
1.703666	25.242270
1.704937	25.243800
1.706208	25.500590
1.707478	25.558270
1.708749	25.529770
1.710019	25.444620
1.711290	25.487130
1.712561	25.497150
1.713831	25.683190
1.715102	25.735560
1.716372	25.754540
1.717643	25.874240
1.718913	25.852520
1.720184	25.970840
1.721455	26.022390
1.722725	26.089820
1.723996	26.221120
1.725266	26.368300
1.726537	26.347100
1.727808	26.359050
1.729078	26.367550
1.730349	26.443770
1.731619	26.503580
1.732890	26.486440
1.734161	26.547500
1.735431	26.585680
1.736702	26.548940
1.737972	26.725990
1.739243	26.831070
1.740513	26.949640
1.741784	27.088070
1.743055	27.132660
1.744325	27.200610
1.745596	27.220150
1.746866	27.301970
1.748137	27.394070
1.749408	27.732830
1.750678	27.911090
1.751949	27.767360
1.753219	27.711730
1.754490	27.603760
1.755760	27.592980
1.757031	27.734370
1.758302	27.854710
1.759572	28.085070
1.760843	28.177050
1.762113	27.946710
1.763384	28.059100
1.764655	28.007110
1.765925	28.110850
1.767196	28.244860
1.768466	28.326010
1.769737	28.578380
1.771008	28.919560
1.772278	28.940090
1.773549	29.004080
1.774819	28.993540
1.776090	28.906500
1.777360	28.801490
1.778631	28.777170
1.779902	28.622980
1.781172	28.427840
1.782443	28.622310
1.783713	28.618930
1.784984	28.419190
1.786255	28.272130
1.787525	28.368920
1.788796	28.414070
1.790066	28.607340
1.791337	28.760010
1.792608	28.997540
1.793878	29.268940
1.795149	29.645250
1.796419	29.910850
1.797690	29.994420
1.798960	30.082560
1.800231	30.115050
1.801502	30.222230
1.802772	30.219170
1.804043	30.138320
1.805313	30.155740
1.806584	30.059020
1.807855	30.056420
1.809125	29.871040
1.810396	29.885210
1.811666	29.992370
1.812937	30.254170
1.814208	30.497360
1.815478	30.475180
1.816749	30.638880
1.818019	30.629330
1.819290	30.665390
1.820560	30.742510
1.821831	30.878790
1.823102	31.030910
1.824372	31.108810
1.825643	31.119200
1.826913	31.122230
1.828184	31.021490
1.829455	30.936530
1.830725	30.963320
1.831996	30.979440
1.833266	31.045850
1.834537	31.014910
1.835807	31.068610
1.837078	31.197210
1.838349	31.453940
1.839619	31.507920
1.840890	31.522400
1.842160	31.510800
1.843431	31.668430
1.844702	31.736770
1.845972	31.725260
1.847243	31.937010
1.848513	31.895330
1.849784	31.793310
1.851055	31.784110
1.852325	31.617120
1.853596	31.487620
1.854866	31.641900
1.856137	31.723770
1.857407	31.880790
1.858678	31.871430
1.859949	31.948670
1.861219	31.982650
1.862490	32.118620
1.863760	32.356170
1.865031	32.563370
1.866302	32.527040
1.867572	32.604340
1.868843	32.653480
1.870113	32.769400
1.871384	32.956430
1.872655	33.156140
1.873925	33.231890
1.875196	33.297720
1.876466	33.314590
1.877737	33.227970
1.879007	33.506080
1.880278	33.745590
1.881549	33.835350
1.882819	33.909740
1.884090	33.929030
1.885360	33.924850
1.886631	33.981950
1.887902	34.097470
1.889172	34.224140
1.890443	34.289280
1.891713	34.379160
1.892984	34.487400
1.894254	34.542830
1.895525	34.486030
1.896796	34.589500
1.898066	34.767500
1.899337	34.883300
1.900607	34.944190
1.901878	35.012490
1.903149	35.097230
1.904419	35.117070
1.905690	35.174560
1.906960	35.289760
1.908231	35.360930
1.909502	35.308830
1.910772	35.278270
1.912043	35.273250
1.913313	35.300610
1.914584	35.428570
1.915854	35.430350
1.917125	35.442120
1.918396	35.665730
1.919666	35.919640
1.920937	36.111880
1.922207	36.083600
1.923478	36.094800
1.924749	36.258320
1.926019	36.339000
1.927290	36.344310
1.928560	36.522400
1.929831	36.701390
1.931102	36.821300
1.932372	37.111720
1.933643	37.105760
1.934913	37.126590
1.936184	37.175400
1.937454	37.276650
1.938725	37.248830
1.939996	37.381570
1.941266	37.511910
1.942537	37.526280
1.943807	37.524720
1.945078	37.545880
1.946349	37.483590
1.947619	37.507270
1.948890	37.733440
1.950160	37.881540
1.951431	38.130400
1.952701	38.249770
1.953972	38.406040
1.955243	38.425050
1.956513	38.321900
1.957784	38.553860
1.959054	38.659010
1.960325	38.740890
1.961596	38.935170
1.962866	39.233690
1.964137	39.119220
1.965407	39.032240
1.966678	39.012850
1.967949	39.042430
1.969219	39.057760
1.970490	39.259830
1.971760	39.507680
1.973031	39.575900
1.974301	39.600800
1.975572	39.569930
1.976843	39.455430
1.978113	39.566440
1.979384	39.605990
1.980654	39.673070
1.981925	39.658430
1.983196	39.850360
1.984466	40.002150
1.985737	39.932700
1.987007	39.740600
1.988278	39.790590
1.989549	39.962720
